areas,name,id,type,class,hot,address,feature,Pos
福建·泉州·泉州市,锦绣庄民间艺术园,3805076549,场馆,,热度 0.0,福建省泉州市泉山路中段清源山景区内,泉州锦绣庄民间艺术园位于风景秀丽的国家5A级清源山风景区泉山路中段西侧，是海峡旅游文化产业集群对接的发展基地、福建省旅游,"118.600591,24.940363"
福建·厦门·集美区,嘉庚剧院,1027616545,场馆,,热度 0.0,福建省厦门市集美区杏林湾路市民广场嘉庚艺术中心内,坚持走低票价路线,"118.066784,24.599596"
浙江·金华·金东区,中国婺剧院,1940410999,场馆,,热度 0.0,浙江省金华市燕尾洲公园中国婺剧院,金华地标,"119.670078,29.098906"
广东·广州·天河区,广东演艺中心大剧院,3986832354,场馆,,热度 0.0,广东省广州市天河区广东演艺中心大剧院,广州高规格的演出场馆,"113.319629,23.150912"
上海·上海·静安区,上海木偶剧团仙乐斯演艺厅,2345472089,场馆,,热度 0.0,上海市静安区南京西路388号仙乐斯广场5楼,凝固的历史，流动的舞台,"121.48217429254,31.242932786337"
江苏·苏州·昆山市,昆山文化艺术中心,1097850180,场馆,,热度 0.0,江苏省苏州市昆山市玉山镇前进西路1850号,昆山文化艺术中心是由昆山城市建设投资发展有限公司投资建设，北京市保利剧院管理有限公司接洽理的重点文化建设项目，中心位于昆,"120.912753,31.388227"
北京·北京·中国木偶剧院,中国木偶剧院大剧场,37841318,场馆,,热度 0.0,北京市朝阳区安华西里甲1号,木偶戏演出的专业剧院,"116.41402336226,39.980609204095"
陕西·西安·雁塔区,陕西大会堂,3323516948,场馆,,热度 0.0,西安市雁塔区丈八北路1号陕西宾馆内,大型会议和演出场地,"108.88603288051,34.215261354301"
北京·北京·海淀区,民族剧院,2036594542,场馆,,热度 0.0,北京市海淀区中关村南大街19号（地铁四号线魏公村站西南口往南200米路西）,集专业歌舞、戏剧、音乐的演出剧场,"116.329859,39.958313"
河北·唐山·滦州古城,滦州古城景区地方戏剧场,2095321504,场馆,,热度 0.0,河北唐山市滦县滦州古城西广场皮影博物馆院内,评剧的发源地,"118.760328,39.746728"
广东·佛山·顺德区,佛山顺德演艺中心,1912602673,场馆,,热度 0.0,广东省佛山市顺德区新城区碧水路顺德演艺中心,顺德演艺中心是一座综合性大剧院,"113.303077,22.807148"
北京·北京·海淀区,中间剧场,3479446609,场馆,,热度 0.0,北京市海淀区杏石口路中间建筑艺术家工坊141,众多名剧都在此上演,"116.24547556486,39.965607630655"
江苏·苏州·沧浪区,丰乐宫,1666320507,场馆,,热度 0.0,江苏省苏州市沧浪区养育巷68号,苏州一家每晚演出的百姓舞台,"120.623563,31.308939"
北京·北京·朝阳区,朝阳1919小剧场,3030310958,场馆,,热度 0.0,北京市朝阳区三间房南里4号院,国家级文化产业示范区,"116.5779970208,39.921286397389"
山东·菏泽·牡丹区,山东菏泽演武楼,1142952027,场馆,,热度 0.0,山东菏泽市开发区永昌路（防空大楼对面）,具有较强的灵活性和综合性,"115.494276,35.251225"
江苏·南京·江宁区,南京江宁方山艺术营,2453433112,场馆,,热度 0.0,江苏省南京市吉印大道3789号,南京798,"118.88659645796,31.892803663623"
广东·广州·海珠区,广州木偶艺术中心,1422757185,场馆,,热度 0.0,广东广州海珠区洪德路51号,建设成为少年儿童流连忘返的地方,"113.258678,23.109878"
新疆·乌鲁木齐·天山区,小巴扎歌舞大剧院,1768600167,场馆,,热度 0.0,新疆乌鲁木齐和平南路638号,新疆特色大剧院,"87.625495,43.78561"
海南·三亚,水上芭蕾演艺中心,2206129921,场馆,,热度 0.7,海南省三亚市河东区西河东路,热带海滨水上绚烂演出,"109.5253784307,18.209412044001"
黑龙江·哈尔滨·南岗区,哈尔滨市工人文化宫,2739251785,场馆,,热度 0.0,黑龙江哈尔滨南岗区中山路248号,是一幢雄伟壮观的欧式建筑,"126.659526,45.755458"
山东·济南·历下区,济南珍珠泉人民会堂,1189764580,场馆,,热度 0.0,山东省济南市历下区泉城路院前街1号珍珠泉大院内,是建国以来的山东省重大政治集会的主要场所,"117.031766,36.672773"
广东·深圳,蛇口影剧院,520751213,场馆,,热度 0.0,深圳市南山区蛇口渔村路与蛇口新街交界处 水晶阁娱乐城,深圳老牌影剧院之一,"113.934987,22.493869"
四川·广元·昭化古城,昭化古城乐楼,2649213024,场馆,,热度 0.0,四川广元昭化古城内太守街,把几千年的古老故事搬上表演舞台,"105.723006,32.339454"
广东·佛山·禅城区,南庄文化中心,2202088736,场馆,,热度 0.0,广东佛山南庄大道西1号,拥有两个设备先进的多功能立体数码影剧院,"113.014494,22.989197"
江苏·南京·白下区,兰苑剧场,2568618256,场馆,,热度 0.0,江苏省南京市朝天宫四号,为继承繁荣昆剧事业，作出了应有的努力,"118.781777,32.039291"
北京·北京·西城区,北京天桥艺术中心小剧场,2362338766,场馆,,热度 0.0,北京市西城区天桥南大街天桥演艺区,大众舞台娱乐的绝佳选择,"116.402258,39.889741"
上海·上海·静安区,中国福利会儿童艺术剧院,3188491751,场馆,,热度 0.0,上海市静安区华山路643号,1947年4月10日，宋庆龄女士亲手创办了中国福利会儿童艺术剧院。长久以来，儿艺创作出《马兰花》等近300。近年来儿艺又,"121.4532352401,31.229189090686"
重庆·重庆·南岸区,施光南大剧院,470371180,场馆,,热度 0.0,重庆市南岸区烟雨路1号,可同时容纳1200多人观看演出,"106.593121,29.543246"
河北·石家庄·桥东区,河北省艺术中心,3172622199,场馆,,热度 0.0,河北省石家庄桥东区裕华西路13号,可满足各种演出使用,"114.48799,38.042486"
福建·福州·鼓楼区,福建会堂,3067242269,场馆,,热度 0.0,福建省福州市华林路11号西湖宾馆福建会堂新闻商务中心,概算总投资3.7亿元,"119.298432,26.100745"
山东·济南·槐荫区,山东省会大剧院,2333271314,场馆,,热度 0.0,山东济南西客站片区核心区,将济南大剧院打造为全市乃至全省的龙头剧院,"116.914535,36.673786"
湖南·湘潭·韶山市,东方红大剧院,1279084512,场馆,,热度 0.0,湖南省韶山市南大门竹鸡段韶山旅游服务中心,红色经典与高科技相结合，带给观众视听震撼,"112.541859,27.904727"
四川·成都·四川博物院,四川歌舞剧院,4286172081,场馆,,热度 0.0,四川省成都市青羊区白果林小区中新街9号,标准专业舞台,"104.04821045033,30.685019015042"
陕西·西安·兴庆宫公园,兴庆宫大剧院,2554195005,场馆,,热度 0.0,陕西省西安市碑林区咸宁路兴庆宫公园兴庆宫大剧院,场馆内冬暖夏凉，空气流通性良好，环境舒适。场馆高20米，直径56米，共有1480座，演出舞台马圈直径14米，全方位立体音,"108.988722,34.261756"
广东·深圳·福田区,深圳市群众艺术馆,2284796816,场馆,,热度 0.0,广东省深圳市福田区福田燕南路95号,充满教育意义、爆笑可爱的儿童剧,"114.099128,22.55321"
北京·北京·西城区,国家京剧院实验剧场,528089318,场馆,,热度 0.0,北京市西城区平安里西大街22号,古朴美丽的剧场里享受国粹的魅力,"116.37802393922,39.943872368993"
广东·广州·海珠区,江南大戏院,2768030097,场馆,,热度 0.0,广东广州海珠区昌岗中路130-3号,是粤剧演出的重要基地之一,"113.275994,23.091935"
贵州·黔南·福泉市,梦归平越,2961421610,场馆,,热度 0.0,贵州省福泉市古城景区财神剧场,沉浸在历史长河之中,"107.513925,26.699178"
北京·北京·西城区,大观园剧场,31303835,场馆,,热度 0.0,北京市西城区南菜园街18号,具有中国传统建筑风格的演出剧场,"116.36935578073,39.882753457971"
北京·北京·通州区,通州金萍萍二人转剧场,2167847897,场馆,,热度 0.0,北京市通州区杨家洼工商所南侧(近梨园城铁站),幽默搞笑的东北二人转，将快乐带回家,"116.68097465393,39.899680417588"
江苏·南京,南京人民大会堂,670464298,场馆,,热度 0.0,江苏省南京玄武区长江路264号,一流水平演出馆,"118.80567676024,32.056570786981"
四川·成都·金牛区,西南交大礼堂,1775392914,场馆,,热度 0.0,四川省成都市金牛区二环路北一段111号,工会活动室、会议室,"104.0567364693,30.706323684277"
黑龙江·哈尔滨·南岗区,黑龙江省电视台演播厅,1198475420,场馆,,热度 0.0,黑龙江哈尔滨南岗区汉水路333号,居于国内广电媒体的前列,"126.687144,45.752301"
北京·北京·大兴区,博纳星辉剧院,362202551,场馆,,热度 0.0,北京市大兴区科创五街经海一路交汇城乡世纪广场西门三层(城乡世纪广场)博纳星辉剧院,综合性大型文化演出场所,"116.53937,39.809744"
上海·上海·浦东新区,百老汇移动剧院,777574577,场馆,,热度 0.0,上海市浦东世博中华艺术宫南侧停车场,中国首座移动式剧院,"121.500749,31.19134"
广东·广州·番禺,丽江明珠歌剧院,4190415013,场馆,,热度 0.0,广东广州番禺区大石迎宾路111号,一座超级豪华的大型演播厅,"113.335423,23.042551"
陕西·咸阳·三原县,“摩天轮”儿童小剧场,2341889763,场馆,,热度 0.0,陕西省咸阳市三原县池阳街中段三原县剧院（三原县医院十字向西300米路南摩天轮儿童小剧场）,为孩子们打造属于自己的艺术成长舞台,"108.944237,34.617918"
湖南·郴州·北湖区,湖南省昆剧团“昆曲周末剧场,799795698,场馆,,热度 0.0,湖南省郴州市北湖区人民西路36号（湖南郴州昆剧团）,湖南省昆剧团（简称：湘昆）成立于1960年，其前身为郴州专区湘昆剧团，是新中国成立后，湖南为抢救、挖掘、继承和发展湘昆艺,"113.027701,25.800222"
北京·北京·丰台区,中国评剧院,1494319138,场馆,,热度 0.0,北京市丰台区西罗园4区19号,评剧为主及全国各地剧种为特色戏曲演出场所,"116.396952,39.86724"
广东·清远·森波拉度假森林,森波拉剧场,2481504841,场馆,,热度 0.0,广东省清远市佛冈县森波拉度假森林,激情狂野——森波拉传奇，以情景剧的形式演绎了森波拉人的传奇故事，长达45分钟的演出，将传统歌舞、杂技、魔术、音乐剧改良后,"113.58939757031,23.868634818044"
四川·阿坝藏族羌族自治州·松潘县,岷江源歌舞大剧院,4046274496,场馆,,热度 0.0,四川阿坝州松潘县川主寺（岷江源国际大酒店旁）,极具特色的藏羌民族风情表演,"103.636983,32.793465"
浙江·宁波·江北区,宁波大剧院,3700822685,场馆,,热度 0.0,浙江省宁波市北区姚江湾头(近永丰北路),宁波大剧院，是宁波市政府在“十五”期间，为推进宁波文化大市建设而决策实施的一项新世纪重点工程，是该市一座标志性文化建筑。,"121.554469,29.898298"
广东·珠海·香洲区,珠海大会堂,318851087,场馆,,热度 0.0,广东珠海市香洲区凤凰南路1014号,占地面积9000平方米,"113.584679,22.276619"
北京·北京·朝阳区,北京电视台BTV大剧院,2783452099,场馆,,热度 0.0,北京市朝阳区建国路98号（BTV新址）,CBD中心的多功能剧场,"116.4813533347,39.919267873503"
天津·天津·河西区,天津人艺实验剧场,2826337046,场馆,,热度 0.0,天津市河西区平山道43号,历史悠久、剧目丰富的表演艺术团体,"117.19612532037,39.108813467905"
北京·北京·怀柔区,怀柔剧场,4064774935,场馆,,热度 0.0,北京市怀柔区开放东路1号,中国百老汇音乐剧专用剧场,"116.6599711839,40.33570256676"
重庆·重庆·南岸区,凯帝演艺中心,3368598298,场馆,,热度 0.0,重庆市南岸区烟雨路江南体育中心网球馆凯帝演艺中心,大美重庆的一张名片,"106.60000220273,29.554272590174"
河北·秦皇岛·海港区,秦皇岛海之蓝剧场,592077041,场馆,,热度 0.0,河北省秦皇岛市海港区文化路50号,沉浸在欢乐的海洋里,"119.609685,39.943821"
浙江·杭州·拱墅区,浙话艺术剧院,4169495163,场馆,,热度 0.0,杭州市拱墅区湖墅南路136号（浙话艺术剧院）,造型优美，庄严大气,"120.161299,30.28549"
广东·广州·越秀区,蓓蕾剧院,3595426484,场馆,,热度 0.0,越广东广州秀区东风西路167号,蓓蕾剧院座落在美丽的流花湖畔,"113.211325986,23.140438"
山东·烟台·蓬莱海洋极地世界,水下剧场,266580379,场馆,,热度 0.0,山东省烟台市蓬莱市海港路88号蓬莱海洋极地世界,水下剧场：水下剧场的视窗长12米，高3.5米，它是用高科技的亚克力玻璃制成的，厚度足有30公分，韧性好，透明度高，可以承,"120.752581,37.831092"
北京·北京·东城区,东四工人文化宫,2846599335,场馆,,热度 0.0,北京市东城区隆福寺街47号,国际先进水平的影厅,"116.42833487331,39.937801213718"
广东·广州·越秀区,广州军区杂技艺术中心,3969665500,场馆,,热度 0.0,广东广州越秀区东山口竹丝岗大马路42号,吸收中外杂技精华，博采众长,"113.299393,23.135145"
江苏·南京·江宁区,同曦儿童大剧院,2123982852,场馆,,热度 0.0,江苏省南京市江宁区双龙大道1222号瑞都购物广场6楼,推出全新剧目《阿凡提》的故事,"118.826825,31.950334"
广东·广州·白云区,广外云山会堂（北校区）,1200404664,场馆,,热度 0.0,广东广州白云区白云大道北2号,在广外北校区云山公寓附近,"113.29716,23.204219"
天津·天津·东丽区,天津东丽礼堂,1714290053,场馆,,热度 0.0,天津市东丽区跃进路59号,多剧种演出场所,"117.32871615976,39.100193854114"
甘肃·张掖·肃南县,东纳餐饮演艺中心,2177432851,场馆,,热度 0.0,甘肃省张掖市肃南裕固族自治县祁丰藏族乡,融观赏性、知识性、趣味性和娱乐性为一体,"98.355683,39.657937"
四川·成都·新都区,成都市保利198公园亚洲青年歌场,1098700191,场馆,,热度 0.0,四川省成都市新都区蜀龙路,保利198郁金香公园位于成都蜀龙路（熊猫基地旁），占地2250亩（1.5平方公里），与熊猫基地、新都桂湖景区一起，称为城,"104.16517404049,30.758101442349"
江苏·常州·钟楼区,常州金橙剧院,3115049830,场馆,,热度 0.0,江苏省常州市钟楼区怀德中路21号亚细亚四楼,令大人小朋友都满意的家庭音乐剧,"119.954578,31.78764"
新疆·乌鲁木齐·乌鲁木齐县,新疆人民会堂,737246679,场馆,,热度 0.72,新疆乌鲁木齐市友好路北端,民族、地方、现代色彩兼具的大型建筑,"87.591085,43.838329"
马拉加,古罗马露天剧场,292810251,场馆,,热度 0.0,"Calle Santiago, 8, 29015 Málaga",沐浴着异国的春风，尤其的惬意,"-4.41729879379272,36.7220497131348"
北京·北京·大兴区,大兴剧院,2308934217,场馆,,热度 0.0,北京市大兴区黄村镇黄村西大街15号,多功能演出场所,"116.35098919889,39.743267163557"
广东·深圳·南山区,华厦艺术中心,1627318324,场馆,,热度 0.7,广东深圳南山区华侨城光侨街一号,使台上台下融为一体，观众甚至成为了演员,"113.9936688311,22.540679672789"
